congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
119,House,21959,54,6,TN,200,,,"ROSE, John",R000612,1965.0,,0.655,0.091,-51.71715,0.90585,523,14,,0.503,-0.105
119,House,22122,54,1,TN,200,,,"HARSHBARGER, Diana",H001086,1960.0,,0.677,-0.13,-52.83573,0.90744,544,18,,0.713,-0.267
119,House,22357,54,5,TN,200,,,"OGLES, Andy",O000175,1971.0,,0.751,-0.393,-35.85548,0.93224,511,15,,0.687,-0.423
119,House,22566,54,7,TN,200,,,"VAN EPPS, MATT",V000139,,,0.629,0.772,-5.17265,0.9825,293,2,,0.629,0.772
119,House,20356,49,31,TX,200,,,"CARTER, John R.",C001051,1941.0,,0.487,0.548,-27.87329,0.94969,540,15,,0.52,0.398
119,House,20529,49,9,TX,100,,,"GREEN, Al",G000553,1947.0,,-0.448,0.256,-35.45586,0.93668,542,11,,-0.515,-0.359
119,House,20530,49,10,TX,200,,,"MCCAUL, Michael T.",M001157,1962.0,,0.409,0.18,-27.08509,0.94612,489,10,,0.315,0.504
119,House,20533,49,28,TX,100,,,"CUELLAR, Henry",C001063,1955.0,,-0.225,0.658,-122.47558,0.79774,542,63,,-0.188,0.92
119,House,21360,49,14,TX,200,,,"WEBER, Randy",W000814,1953.0,,0.721,0.039,-33.90015,0.93882,537,18,,0.635,0.096
119,House,21362,49,20,TX,100,,,"CASTRO, Joaquin",C001091,1974.0,,-0.402,-0.143,-23.70342,0.95642,532,10,,-0.434,-0.549
119,House,21364,49,25,TX,200,,,"WILLIAMS, Roger",W000816,1949.0,,0.593,0.068,-31.58438,0.94215,530,14,,0.515,0.144
119,House,21365,49,33,TX,100,,,"VEASEY, Marc",V000131,1971.0,,-0.409,0.375,-61.64595,0.89174,538,26,,-0.514,0.854
119,House,21551,49,36,TX,200,,,"BABIN, Brian",B001291,1948.0,,0.709,0.134,-33.44825,0.94005,541,16,,0.668,0.321
119,House,21700,49,19,TX,200,,,"ARRINGTON, Jodey Cook",A000375,1972.0,,0.646,-0.001,-47.68312,0.91396,530,19,,0.721,0.109
119,House,21722,49,34,TX,100,,,"GONZALEZ, Vicente, Jr.",G000581,1967.0,,-0.386,0.923,-122.44498,0.79162,524,71,,-0.286,0.958
119,House,21758,49,27,TX,200,,,"CLOUD, Michael",C001115,1975.0,,0.689,-0.382,-60.7261,0.89419,543,26,,0.773,-0.459
119,House,21911,49,2,TX,200,,,"CRENSHAW, Daniel",C001120,1984.0,,0.436,0.254,-28.83986,0.94406,501,11,,0.491,0.111
119,House,21917,49,16,TX,100,,,"ESCOBAR, Veronica",E000299,1969.0,,-0.464,-0.288,-23.72127,0.95725,543,10,,-0.393,-0.43
119,House,21919,49,7,TX,100,,,"FLETCHER, Elizabeth",F000468,1975.0,,-0.544,0.839,-98.95163,0.83369,544,32,,-0.818,0.575
119,House,21922,49,29,TX,100,,,"GARCIA, Sylvia",G000587,1950.0,,-0.764,0.311,-20.63681,0.96109,520,8,,-0.686,0.271
119,House,21925,49,5,TX,200,,,"GOODEN, Lance",G000589,1982.0,,0.718,-0.037,-57.97555,0.89926,546,24,,0.626,0.003
119,House,21961,49,21,TX,200,,,"ROY, Charles",R000614,1972.0,,0.8,-0.6,-45.6542,0.91595,520,21,,0.8,-0.6
119,House,22112,49,4,TX,200,,,"FALLON, Pat",F000246,1967.0,,0.714,0.126,-34.95424,0.93754,542,13,,0.706,0.155
119,House,22119,49,23,TX,200,,,"GONZALES, Tony",G000594,1980.0,,0.35,0.23,-18.80989,0.95004,367,9,,0.585,0.49
119,House,22125,49,13,TX,200,,,"JACKSON, Ronny",J000304,1967.0,,0.787,0.168,-43.67467,0.92147,534,19,,0.911,0.401
119,House,22143,49,22,TX,200,,,"NEHLS, Troy E.",N000026,1968.0,,0.61,-0.231,-30.73762,0.94195,514,10,,0.59,-0.188
119,House,22147,49,11,TX,200,,,"PFLUGER, August",P000048,1977.0,,0.634,0.384,-21.3645,0.96163,546,7,,0.582,0.432
119,House,22155,49,24,TX,200,,,"VAN DUYNE, Beth",V000134,1970.0,,0.605,-0.003,-36.44885,0.93519,544,18,,0.62,-0.028
119,House,22160,49,6,TX,200,,,"ELLZEY, Jake",E000071,1970.0,,0.511,0.699,-15.77297,0.97142,544,6,,0.419,0.717
119,House,22307,49,35,TX,100,,,"CASAR, Greg",C001131,1989.0,,-0.429,-0.862,-9.69882,0.97975,474,2,,-0.542,-0.77
119,House,22312,49,30,TX,100,,,"CROCKETT, Jasmine",C001130,1981.0,,-0.495,-0.218,-11.71601,0.97759,517,3,,-0.48,-0.258
119,House,22315,49,15,TX,200,,,"DE LA CRUZ, Monica",D000594,1974.0,,0.472,0.127,-30.7638,0.94245,519,16,,0.51,0.082
119,House,22328,49,38,TX,200,,,"HUNT, Wesley",H001095,1981.0,,0.605,-0.259,-23.78463,0.94582,427,5,,0.63,-0.207
119,House,22344,49,8,TX,200,,,"LUTTRELL, Morgan",L000603,1975.0,,0.587,-0.072,-45.50607,0.91933,541,20,,0.554,-0.168
119,House,22352,49,1,TX,200,,,"MORAN, Nathaniel",M001224,1974.0,,0.586,0.566,-19.01172,0.96534,539,11,,0.654,0.529
119,House,22364,49,3,TX,200,,,"SELF, Keith",S001224,1953.0,,0.81,-0.343,-87.0253,0.85116,540,38,,0.769,-0.603
119,House,22517,49,26,TX,200,,,"GILL, Brandon",G000603,1994.0,,0.784,-0.248,-46.3136,0.91766,539,22,,0.784,-0.248
119,House,22519,49,12,TX,200,,,"GOLDMAN, Craig A.",G000601,1968.0,,0.803,0.55,-25.49731,0.95438,546,10,,0.803,0.55
119,House,22528,49,32,TX,100,,,"JOHNSON, Julie",J000310,1966.0,,-0.35,0.234,-43.48227,0.9218,534,16,,-0.35,0.236
119,House,22557,49,18,TX,100,,,"TURNER, Sylvester",T000489,1954.0,2025.0,-0.746,0.666,-2.80447,0.93062,39,1,,-0.937,0.348
119,House,22567,49,18,TX,100,,,"MENEFEE, Christian D.",M001245,1988.0,,-0.552,-0.315,-5.95385,0.96978,194,3,,-0.552,-0.315
119,House,29571,49,37,TX,100,,,"DOGGETT, Lloyd Alton, II",D000399,1946.0,,-0.403,-0.334,-16.80277,0.96902,534,7,,-0.406,-0.495
119,House,29759,49,17,TX,200,,,"SESSIONS, Pete",S000250,1955.0,,0.583,0.176,-29.31714,0.94791,548,9,,0.519,0.252
119,House,22141,67,1,UT,200,,,"MOORE, Blake D.",M001213,1980.0,,0.37,0.324,-27.42022,0.95111,547,12,,0.425,0.307
119,House,22146,67,4,UT,200,,,"OWENS, Burgess",O000086,1951.0,,0.452,0.166,-25.89969,0.95334,542,11,,0.449,0.181
119,House,22376,67,2,UT,200,,,"MALOY, Celeste",M001228,1981.0,,0.417,0.09,-39.97515,0.9294,546,14,,0.406,0.115
119,House,22529,67,3,UT,200,,,"KENNEDY, Mike",K000403,1969.0,,0.654,-0.268,-52.81912,0.90682,540,22,,0.653,-0.269
119,House,22301,6,1,VT,100,,,"BALINT, Becca",B001318,1968.0,,-0.442,-0.487,-11.82732,0.97857,546,4,,-0.418,-0.527
119,House,21994,96,0,VI,100,,,"PLASKETT, Stacey E.",P000610,1966.0,,-0.473,0.565,-3.70902,0.90701,38,1,,-0.766,0.643
119,House,20756,40,1,VA,200,,,"WITTMAN, Robert J.",W000804,1959.0,,0.446,0.032,-33.22681,0.93989,536,14,,0.411,0.27
119,House,20952,40,11,VA,100,,,"CONNOLLY, Gerald E. (Gerry)",C001078,1950.0,2025.0,-0.309,-0.047,-4.55046,0.93875,72,1,,-0.313,-0.72
119,House,21191,40,9,VA,200,,,"GRIFFITH, H. Morgan",G000568,1958.0,,0.51,-0.33,-60.3355,0.89538,546,29,,0.47,-0.169
119,House,21554,40,8,VA,100,,,"BEYER, Donald Sternoff Jr.",B001292,1950.0,,-0.392,-0.118,-25.63377,0.95322,535,11,,-0.382,-0.36
119,House,21908,40,6,VA,200,,,"CLINE, Benjamin",C001118,1972.0,,0.713,-0.204,-32.51195,0.94219,546,11,,0.697,-0.209
119,House,22335,40,2,VA,200,,,"KIGGANS, Jennifer",K000399,1971.0,,0.264,0.474,-24.11219,0.95664,544,11,,0.274,0.581
119,House,22374,40,4,VA,100,,,"MCCLELLAN, Jennifer",M001227,1972.0,,-0.555,0.077,-13.09693,0.9763,546,6,,-0.556,0.146
119,House,22539,40,5,VA,200,,,"MCGUIRE, John J., III",M001239,1968.0,,0.727,-0.126,-54.18159,0.9052,544,20,,0.727,-0.127
119,House,22554,40,10,VA,100,,,"SUBRAMANYAM, Suhas",S001230,1986.0,,-0.235,-0.273,-35.15323,0.93742,544,17,,-0.235,-0.272
119,House,22558,40,7,VA,100,,,"VINDMAN, Eugene Simon",V000138,1975.0,,-0.175,0.123,-57.90533,0.89903,544,21,,-0.175,0.128
119,House,22564,40,11,VA,100,,,"WALKINSHAW, James R.",W000831,,,-0.421,0.249,-14.92652,0.95813,349,9,,-0.421,0.251
119,House,39307,40,3,VA,100,,,"SCOTT, Robert C.",S000185,1947.0,,-0.45,-0.005,-19.25125,0.96548,548,7,,-0.459,-0.173
119,House,20145,73,2,WA,100,,,"LARSEN, Richard Ray (Rick)",L000560,1965.0,,-0.365,0.166,-35.0647,0.9361,531,13,,-0.385,0.208
119,House,21556,73,4,WA,200,,,"NEWHOUSE, Daniel Milton",N000189,1955.0,,0.317,0.339,-22.70515,0.95883,540,9,,0.287,0.592
119,House,21726,73,7,WA,100,,,"JAYAPAL, Pramila",J000298,1965.0,,-0.608,-0.581,-20.38517,0.96082,510,9,,-0.439,-0.861
119,House,21962,73,8,WA,100,,,"SCHRIER, Kim",S001216,1968.0,,-0.275,0.363,-52.62707,0.90763,543,21,,-0.232,0.141
119,House,22153,73,10,WA,100,,,"STRICKLAND, Marilyn",S001159,1962.0,,-0.443,0.352,-28.25255,0.94884,538,12,,-0.409,0.209
119,House,22358,73,3,WA,100,,,"PEREZ, Marie Gluesenkamp",G000600,1988.0,,-0.1,0.38,-128.2943,0.78957,543,39,,-0.146,0.57
119,House,22502,73,5,WA,200,,,"BAUMGARTNER, Michael",B001322,1975.0,,0.583,0.399,-20.55498,0.96238,536,7,,0.583,0.399
119,House,22548,73,6,WA,100,,,"RANDALL, Emily",R000621,1985.0,,-0.566,-0.318,-14.36558,0.97341,533,6,,-0.566,-0.318
119,House,29768,73,9,WA,100,,,"SMITH, Adam",S000510,1965.0,,-0.291,-0.166,-26.92746,0.951,536,10,,-0.366,-0.129
119,House,31101,73,1,WA,100,,,"DELBENE, Suzan K.",D000617,1962.0,,-0.296,-0.192,-22.40413,0.95943,541,10,,-0.403,0.111
119,House,21946,56,1,WV,200,,,"MILLER, Carol",M001205,1950.0,,0.53,0.109,-32.14667,0.94082,527,11,,0.672,0.29
119,House,22543,56,2,WV,200,,,"MOORE, Riley M.",M001235,1980.0,,0.538,-0.265,-80.16461,0.8618,539,36,,0.538,-0.265
119,House,20537,25,4,WI,100,,,"MOORE, Gwendolynne S. (Gwen)",M001160,1951.0,,-0.52,-0.273,-21.44867,0.96077,536,10,,-0.43,-0.376
119,House,21370,25,2,WI,100,,,"POCAN, Mark",P000607,1964.0,,-0.521,-0.553,-15.4749,0.9719,543,7,,-0.459,-0.532
119,House,21559,25,6,WI,200,,,"GROTHMAN, Glenn",G000576,1955.0,,0.601,-0.198,-57.47575,0.8985,537,27,,0.682,-0.048
119,House,21970,25,1,WI,200,,,"STEIL, Bryan",S001213,1981.0,,0.421,0.073,-24.80538,0.95551,545,10,,0.518,0.288
119,House,21989,25,7,WI,200,,,"TIFFANY, Thomas P.",T000165,1957.0,,0.641,-0.255,-43.66368,0.9199,523,17,,0.651,-0.293
119,House,22115,25,5,WI,200,,,"FITZGERALD, Scott",F000471,1963.0,,0.598,0.082,-31.59102,0.94368,545,15,,0.583,0.056
119,House,22370,25,3,WI,200,,,"VAN ORDEN, Derrick",V000135,1969.0,,0.379,-0.035,-55.8466,0.89472,502,23,,0.401,-0.096
119,House,22383,25,8,WI,200,,,"WIED, Tony",W000829,1976.0,,0.54,-0.234,-37.77573,0.93292,544,12,,0.579,-0.19
119,House,22325,68,1,WY,200,,,"HAGEMAN, Harriet",H001096,1962.0,,0.64,-0.357,-58.72624,0.89838,548,23,,0.613,-0.317
